,paper_id,financial_name,financial_code,type
5693,2963,China Natural Science FoundationNational Natural Science Foundation of China,41073068,
5694,2963,Doctoral Program of Specialized Research Fund for University,20090003110021,
5695,2964,Genome Quebec,,
5696,2964,Genome CanadaGenome Canada,,
5697,2964,NSERCNatural Sciences and Engineering Research Council of Canada,,
5698,2964,Genomics RD Initiative,,
5699,2966,Gansu pastoral forage production quality and efficient use of technology demonstration National Science and Technology Support Projects,201003023,
5700,2968,National Basic Research Program of China Ministry of Science and Technology,2011CB100801,
5701,2969,TAMOP Project,TAMOP-4.2.1.B-11/2/KMR-2011-0003,
5702,2969,Baross Project,OMFB-01174/2006,
5703,2971,"Tunisian Ministry of Higher Education, Scientific Research",LR10CBBC10,
5704,2972,Victorian Department of Primary Industries and the Future Farm Industries CRC,,
5705,2972,Meat and Livestock AustraliaMeat and Livestock Australia,,
5706,2972,Australian Wool Innovation research and delivery partnershipAustralian Wool Innovation,,
5707,2975,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31171578,
5708,2975,Cultivate New Varieties of Genetically Modified Organisms Technology Major Projects,2008ZX08004-002,
5709,2975,Technological Innovation Team Building Program of the College of Heilongjiang Province,2011TD005,
5710,2977,Liaoning Education Department Project,2006032,
5711,2978,National Key Technology R&D Program of the People's Republic of ChinaNational Key Technology R&D Program,"2011BAD16B15, 2012BAD14B03",
5712,2982,National science and technology planning as part of the eleventh Five-year plan,,
5713,2982,State ShiyiWu Key Project for Basic Sciences of Keytechniques research and demonstration on grassland vegetation restoration and reconstruction,2011BAD17B04-2,
5714,2983,Deanship of Scientific Research at King Saud UniversityKing Saud University,RGP-VPP-090,
5715,2983,King Saud University New Faculty grants program (RAED),,
5716,2984,Ministry of Education and Science of the Republic of Serbia,TR 31080,
5717,2985,"Agricultural Linkages Programme (ALP), Pakistan Agricultural Research Council, Islamabad, Pakistan",,
5718,2986,Department of Genetics of Biology Research Center in Tripoli,,
5719,2986,"Ministry of Education, Science and Technological Development of the Republic of Serbia",TR31024,
5720,2987,Tunisian Ministry of Higher Education and Scientific Research,,
5721,2988,JAEDoc program (Spanish Research Council),,
5722,2988,European Science Fund,,
5723,2988,National Parks Office of the Spanish Ministry of Environment (HERBIMPACT project),050/2002,
5724,2996,"Bavarian State Ministry of Food, Agriculture and Forestry"", as part of the project ""Efficient Feed Management and Nutrient Flows on Dairy Farms""",A/08/01,
5725,2997,"Samuel Roberts Noble Foundation, Inc.",,
5726,2999,North Central Region-Sustainable Agriculture Research and Education Program,,
5727,2999,Minnesota Agriculture Water Resource Center,,
5728,2999,Hueg-Harrison Fellowship,,
5729,3000,EUEuropean Union (EU),INCO-2004-509140,
5730,3001,FONTAGRO (ONU),,
5731,3001,Secretaria de Ciencia y Tecnica of Universidad Nacional de Rio Cuarto (SECyT-UNRC)Secretaria de Ciencia y Tecnologia (SECYT),,
5732,3001,"PICTO-Agencia Nacional de Promocion Cientifica y Tecnologica y Consejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET, Argentina)",,
5733,3001,CONICETConsejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET),,
5734,3002,INRA,,
5735,3002,Universite de Bourgogne,,
5736,3002,"Education Ministry of ChinaMinistry of Education, China",,
5737,3004,"Future Farm Industries CRCAustralian GovernmentDepartment of Industry, Innovation and ScienceCooperative Research Centres (CRC) Programme",,
5738,3005,Greencover Canada (AAFC-AESB),,
5739,3005,Ducks Unlimited,,
5740,3006,"ANPCyT, ArgentinaANPCyT",PICT 2007-00095,
5741,3006,"International Cooperation Program of CONICET, Argentina",,
5742,3006,"NSF, USANational Science Foundation (NSF)",,
5743,3009,"Japan Society for Promotion of Science (JSPS)Ministry of Education, Culture, Sports, Science and Technology, Japan (MEXT)Japan Society for the Promotion of Science",22580051,
5744,3010,Turkish GovernmentTurkiye Bilimsel ve Teknolojik Arastirma Kurumu (TUBITAK),,
5745,3010,United States Department of Agriculture-Department of Energy Plant Feedstock Genomics for Bioenergy award,2006-35300-17224,
5746,3012,"Mycogen Seeds (Indianapolis, IN)",,
5747,3012,Utah State University Agricultural Experiment Station (Logan),,
5748,3013,"Consejo Nacional de Ciencia y Tecnologia, MexicoConsejo Nacional de Ciencia y Tecnologia (CONACyT)","128341, 21559",
5749,3013,Coordinacion de la Investigacion Cientifica-Universidad Michoacana de San Nicolas de Hidalgo,2.22,
5750,3014,Agence Nationale de la RechercheFrench National Research Agency (ANR),BLAN 071_184783,
5751,3014,Fondazione Cariverona (Completamento e Attivita del Centro di Genomica Funzionale Vegetale)Fondazione Cariverona,,
5752,3015,French Government,,
5753,3015,Mayotte department,,
5754,3015,Contrat de Branche by the French Ministry of Agriculture,,
5755,3016,Natural Sciences and Engineering Research Council of CanadaNatural Sciences and Engineering Research Council of Canada,"A4984, CRD362350-07",
5756,3016,MAPAQ,807150,
5757,3016,Fonds Quebecois de la Recherche sur la Nature et les Technologies (FQRNT)FQRNT,,
5758,3016,INRS-ETE,,
5759,3017,INTA-AEPV,214012,
5760,3017,PICTANPCyT,2006-904,
5761,3017,"CONICET (Consejo Nacional de Investigaciones Cientificas y Tecnicas, Argentina)Consejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET)",,
5762,3017,,INTA-PNHFA-061281,
5763,3017,,INTA-PNHFA1128,
5764,3018,National Key Basic Research Program (973) of ChinaNational Basic Research Program of China,2007CB108902,
5765,3018,National Construction of Modern Agricultural Industrial Technology System of China - Forage Industrial Technology System,,
5766,3021,NSERCNatural Sciences and Engineering Research Council of Canada,,
5767,3022,Fundacao para a Ciencia e TecnologiaPortuguese Foundation for Science and Technology,PEst-C/EQB/LA0006/2011,
5768,3024,Department of Agricultural and Food Western Australia,,
5769,3024,"Future Farm Industries Cooperative Research CentreAustralian GovernmentDepartment of Industry, Innovation and ScienceCooperative Research Centres (CRC) Programme",,
5770,3025,'Laboratoire d'Excellence Saclay Plant Sciences' (SPS),ANR-10-LABX-40,
5771,3025,"Marie Curie Postdoctoral IE Fellowship (European Commission, MEDEPIMIR)",PIEF-GA-2010-273743,
5772,3025,USDA-AFRIUnited States Department of Agriculture (USDA),2010-65116-20514,
5773,3026,Poznan University of Life Sciences,,
5774,3026,Scientific Grant Agency of the Ministry of Education of the Slovak Republic,,
5775,3026,Slovak Academy of Sciences,VEGA 2/0001/11,
5776,3028,Spanish Ministry of Economy and Competitiveness,"AGL 2011-23738, AGL 2011-30386-C02-01",
5777,3028,Public University of Navarre,735/2008,
5778,3028,Marie Curie International Outgoing Fellowship for Career DevelopmentEuropean Union (EU),PIOF-GA-2009-253141,
5779,3029,Postdoctoral Foundation of Shanxi Agricultural University,,
5780,3029,"Key Scientific and Technological Project of Shanxi Province, China",20110311031,
5781,3030,Korea University,,
5782,3030,Miraewon Co.,,
5783,3031,Ramon y Cajal FellowshipSpanish Government,RYC-2010-06363,
5784,3031,Marie Curie International Reintegration Grant MENOMEDEuropean Union (EU),,
5785,3031,U.S. Department of EnergyUnited States Department of Energy (DOE),DE-AC02-06CH11357,
5786,3032,INRA (French National Institute of Agronomical Research) Department of Genetics and Plant Breeding,,
5787,3032,"ARCAD, a flagship project of the Agropolis Foundation",,
5788,3033,Max Planck SocietyMax Planck Society,,
5789,3034,National Science Foundation (NSF)National Science Foundation (NSF),,
5790,3034,EPAUnited States Environmental Protection Agency,EF 0830117,
5791,3034,"Department of Energy, Office of Biological and Environmental ResearchUnited States Department of Energy (DOE)",,
5792,3034,"National Institutes of Health, National Center for Research Resources, Biomedical Technology ProgramUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Center for Research Resources (NCRR)",,
5793,3034,USDAUnited States Department of Agriculture (USDA),"2008-38422-19138, 2011-38422-30835",
5794,3034,NSFNational Science Foundation (NSF),CHE-0840525,
5795,3037,EU within the project PERMED 'Improvement of native perennial forage plants for sustainability of Mediterranean farming systems',INCO-CT-2004-509140,
5796,3038,Andalusian Research Program,AGR-139,
5797,3038,Spanish Ministry of Education and ScienceSpanish Government,AGL2006-01279,
5798,3041,Chilean Government Bicentennial Scholarship,,
5799,3041,Program for Australia,,
5800,3041,Program for New Zealand,,
5801,3044,Ministerio de Ciencia e Innovacion (Spain)Spanish Government,BFU2011-26989,
5802,3044,Asociacion de Amigos de la Universidad de Navarra (ADA),,
5803,3044,ANABAS i+D research contract from Gobierno de Navarra,,
5804,3053,National High Technology Research and Development Program of ChinaNational High Technology Research and Development Program of China,2008BAC43B01,
5805,3053,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,40730738,
5806,3054,FFU (DANIDA),,
5807,3055,"Animal Science department of Ferdowsi university of Mashhad, Iran",,
5808,3056,International Foundation for ScienceInternational Foundation for Science,C/2945-1,
5809,3056,Fondo Clemente Estable,7132,
5810,3057,Spanish Ministry of Science and InnovationSpanish Government,,
5811,3057,Fundacion Ramon Areces,,
5812,3057,Junta de Comunidades de Castilla-La ManchaJunta de Comunidades de Castilla-La Mancha,,
5813,3057,Comunidad de MadridComunidad de MadridInstituto de Salud Carlos III,,
5814,3057,Consejo Superior de Investigaciones Cientificas (CSIC)Consejo Superior de Investigaciones Cientificas (CSIC),,
5815,3057,European Social FundEuropean Social Fund (ESF),,
5816,3059,"Ministry of Education, Youth and Sport of the Czech RepublicMinistry of Education, Youth & Sports - Czech Republic",MSM 6046070901,
5817,3059,"MSMT CRMinistry of Education, Youth & Sports - Czech Republic",,
5818,3059,,GACR 521/08/1131,
5819,3060,Laboratoire d'Excellence program TULIP,ANR-10-LABX-41,
5820,3060,French Ministry of Education and Research,,
5821,3060,Biotechnology and Biological Sciences Research CouncilBiotechnology and Biological Sciences Research Council (BBSRC),BBS/E/J/00000603,
5822,3061,"Ministry of Agriculture of the Czech RepublicMinistry of Agriculture, Czech Republic","QH81167, MZE 0002700604",
5823,3062,Cellulosic Biofuel Network of the Agricultural Bioproducts Innovation Program of Agriculture and Agri-Food Canada,,
5824,3062,BioEnergy Science Center,,
5825,3062,"Office of Biological and Environmental Research, Office of Science, United States, Department of Energy",DE-AC05-00OR22725,
5826,3062,United States National Science Foundation Plant Genome Program,DBI-0421683,
5827,3063,Ministry of Education and Science (Republic of Serbia),"TR-31018, III46007",
5828,3064,National Science FoundationNational Science Foundation (NSF),,
5829,3064,Environmental Protection AgencyUnited States Environmental Protection Agency,DBI-0830117,
5830,3064,USDAUnited States Department of Agriculture (USDA),"2008-38422-19138, 2011-38422-30835",
5831,3064,NSFNational Science Foundation (NSF),CHE-0840525,
5832,3064,Facilities of Kleberg Advanced Microscopy Center,,
5833,3064,RCMI NIH Nanotechnology and Human Health Core at UTSA,,
5834,3065,China Forage and Grass Research System,CARS-35,
5835,3065,Beijing Key Laboratory of Grassland Science,,
5836,3068,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"21077056, 41071212, 41071302",
5837,3068,Natural Science Foundation of Jiangsu ProvinceJiangsu Planned Projects for Postdoctoral Research FundsNatural Science Foundation of Jiangsu Province,BE2011780,
5838,3068,Fundamental Research Funds for the Central Universities of ChinaFundamental Research Funds for the Central Universities,KYZ201109,
5839,3068,Fok Ying Tung Education FoundationFok Ying Tung Education Foundation,122045,
5840,3069,National Sciences and Engineering Research Council of Canada (NSERC) CGS,,
5841,3069,NSERCNatural Sciences and Engineering Research Council of Canada,,
5842,3069,CFICanada Foundation for Innovation,,
5843,3070,Conseil Regional de BourgogneRegion Bourgogne-Franche-Comte,"FABER 2008_9201AAO036S00220, PARI 20100112095254682-1",
5844,3070,Agence National de la Recherche (project TRANSMUT)French National Research Agency (ANR),ANR-10-BLAN-1604-01,
5845,3071,Colorado Mesa University,,
5846,3072,National Key Program for Basic ResearchNational Basic Research Program of China,"2011CB100702, 2010CB126501",
5847,3072,Natural Science Foundation of ChinaNational Natural Science Foundation of China,31070218,
5848,3072,Natural Science Foundation of ShanghaiNatural Science Foundation of Shanghai,09ZR1436500,
5849,3072,"Knowledge Innovation Program of Shanghai Institutes for Biological Sciences, Chinese Academy of SciencesKnowledge Innovation Program of the Chinese Academy of SciencesChinese Academy of Sciences",2009KIP206,
5850,3076,Samuel Roberts Noble Foundation,,
5851,3076,BioEnergy Science Center,,
5852,3076,Office of Biological and Environmental Research in the DOE Office of Science,,
5853,3077,Canadian Federal Interdepartmental Program on Energy Research and Development (PERD),,
5854,3078,FUI project Neofertil,,
5855,3079,Cyprus University of Technology,EX032,
5856,3079,COST ActionEuropean Cooperation in Science and Technology (COST),FA0605,
5857,3080,Faculty of Sciences of Tunis (Tunisia),,
5858,3080,Conseil Regional de BourgogneRegion Bourgogne-Franche-Comte,CT 06516 CP 015 S248,
5859,3081,Genoplante QualityLegSeed project,GPLA06036G,
5860,3082,HSRF,K-82037,
5861,3082,"Ministry of Agriculture, Hungary",,
5862,3082,USDA National Institute of Food and Agriculture Biotechnology Risk Assessment Research Grant Program,2010-2716,
5863,3083,FAPESPFundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP),"2008/57411-4, 2008/52545-2",
