keyword,freq
AD-LIBITUM ACCESS,0
AChE inhibitory activity,0
ACYRTHOSIPHON-KONDOI HOMOPTERA,0
ADAPTIVE GENETIC-VARIATION,0
symbioses,0
symbiosis and immunity,0
symbiosis capacity,0
symbiosis islands,0
symbiosis persistence,0
ACYLATED ANTHOCYANIN,0
ACYL-COENZYME,0
ADAPTED ANALYTICAL MODEL,0
ADAPTIVE PROTEIN EVOLUTION,0
ADSORBED WATER,0
super numerary nodules,0
ADP-ribosylation factors (Arf),0
summer black stem and leaf spot,0
summer dormancy,0
ADP-RIBOSYLATION FACTOR,0
summer rain,0
summer-active forages,0
ADIPOSE-TISSUE,0
ADHAERENS CASIDA 1982,0
ADAPTIVE SIGNIFICANCE,0
ADENOSYLTRANSFERASE,0
ADENOSYL-L-METHIONINE,0
ADENOSINE-TRIPHOSPHATE PHOSPHORIBOSYLTRANSFERASE,0
supplemented biscuits,0
suppression subtraction hybridization (SSH),0
surface-active Coleoptera,0
ADDITIONS ALTER,0
sub-humid Mediterranean conditions,0
sub cloning,0
ALCOHOL-DEHYDROGENASE,0
stack silo,0
sprout manufacturing process,0
squalene synthase,0
AIR GASIFICATION,0
AIR CO2 ENRICHMENT,0
stabilizing and equalizing mechanisms,0
stable isotopes ratios,0
stable-isotope,0
stage of lactation,0
sprinkling intensity,0
AIR CLASSIFICATION,0
AHL detection,0
star-architect,0
AHK4/CRE1,0
AGRONOMICAL FACTORS,0
starter moisture,0
statistical parsimony,0
AIR-CATHODE,0
AIR-POLLUTION,0
stearoyl desaturase,0
spore exudates,0
spinach,0
spiral number per pod,0
splanchnic metabolism,0
split-root,0
split-root system,0
ALBO-ATRUM,0
ALARM PHEROMONE (E)-BETA-FARNESENE,0
spores,0
spring migration,0
sporulation,0
spotted alfalfa aphid,0
spotted alfalfa aphid (Therioaphis trifolii),0
spotted aphid,0
AJUGA-REPTANS,0
AIRBORNE INOCULUM,0
AIRBORNE FLUORIDE,0
steamed hay,0
steel slag filters,0
AFTERNOON INHIBITION,0
AGAR-BASED DIET,0
AGPs,0
AGING TIME,0
stress associated protein (SAP),0
stress memory,0
stress related genes,0
AGGREGATE-SIZE,0
stress resistance genes,0
AGAMOUS homologs,0
strain screen,0
"stresses tolerance, transgenic alfalfa",0
AGAMOUS SUBFAMILY,0
strobilurins,0
AGAMOUS EXPRESSION,0
AG NANOPARTICLES,0
structural equation modelling (SEM),0
structure and ultrastructure,0
strand medic (Medicago littoralis),0
AGRESTIS,0
AGROECOSYSTEM DIVERSIFICATION,0
AGRICULTURAL RESIDUES,0
AGROCHEMICALS,0
stem cells,0
AGROBACTERIUM-TUMEFACIENS C58,0
AGROBACTERIUM-MEDIATED TRANSFORMATION,0
stem number per plant,0
AGRICULTURE IMPLICATIONS,0
stereology,0
sterols,0
AGRI-ENVIRONMENT SCHEMES,0
AGRICULTURAL INTENSIFICATION,0
AGRICULTURAL INNOVATION,0
stomata conductance,0
AGRICULTURAL ENVIRONMENTS,0
stomatal regulation,0
AGRICULTURAL BIOSTIMULANTS,0
storage carbohydrates,0
phosphoproteomics,0
Alfalfa round bales,0
field frequency,0
Alfalfa saponins,0
in vitro disappearance,0
in vitro fermentation and degradation,0
in vitro gas production technology,0
Benzo[a] pyrene,0
in vitro organogenesis,0
in vitro plant culture,0
in vitro prediction,0
Belowground interaction,0
in vitro' anthelmintic activity,0
Belowground carbon (C) allocation,0
incentives,0
Beit-Lahia pilot project,0
Beijing-you chicken,0
Bee-pollen,0
indirect organic fertilization,0
Bayesian structure,0
induced defence,0
Bhagirath Chauhan,0
Bio incompatible nanoparticle,0
Bio-butanol,0
Bioactive compounds,0
ilarvirus,0
Biocontrol of foodborne pathogens,0
Biochemical parameters,0
Biobeds,0
Bioavailability of antioxidants,0
Bioaugmentation,0
Bioactive peptides,0
immune homeostasis,0
Bio-control,0
Bio-reduction,0
Bio-organic manure,0
Bio-inoculant,0
immunofluorescence microscopy,0
immunology,0
immunomodulation,0
Bio-fertilizers,0
induced gene-expression,0
induced industrial wilt,0
induced systemic resistance,0
Bacteria community,0
insect-plant-microbe interactions,0
Bacterial motility,0
insecticide spray time,0
Bacterial endophytes,0
Bacterial blight,0
Bacterial Processes,0
Bacteria identification,0
intensification,0
insect resistance,0
inter-annual variations,0
inter-specific cross,0
Backbone transfer,0
interactions with alfalfa,0
intercellular movement,0
Bacillussp,0
Bacillus subtilis subsp,0
insect storage,0
insect molecular biology,0
Basic Protocol,0
inheritance pattern,0
infection droplets,0
infection dynamics,0
Bases saturation,0
Basal resistance,0
Barrel medic (Medicago truncatula L.),0
infrared imaging system,0
Bales,0
inhibits translation,0
insect migration,0
inland-to-coast transect,0
inoculation treatments,0
Bacteriological agar,0
input-output energy,0
Bacterial sprout decay,0
insect mark-capture,0
insect marking,0
ideotypes,0
iTRAQ-based proteomics,0
Biodegradation of pesticide,0
Biosafety,0
herbicide soil carryover,0
herbivorous insects,0
Biossay,0
herbs,0
heterophil:lymphocyte ratio,0
Biosaline agriculture,0
Biosafety concerns,0
hierarchical Bayesian model,0
herbicide efficacy,0
high fat diet,0
Biorefinery feedstock,0
high protein crop,0
high-moisture,0
high-moisture alfalfa hay,0
high-moisture alfalfa silage,0
high-moisture content,0
herbicide residues,0
Biotransfer,0
high-salinity stress,0
Body conformation,0
health-risk,0
Boron toxicity tolerance,0
heat pump,0
Boreal forest,0
heat use efficiency,0
heat-limited emergence,0
heat-treatment,0
Blue-native (BN),0
Biphenyl dioxygenase genes,0
Blue orchard bee,0
Blood metabolites,0
heliotropism,0
Blacus (Blacus) forticornis,0
Black queen cell virus (BQCV),0
herbaceous perennial legumes,0
Blacini,0
high-moisture corn,0
histidine-aspartate two-component phosphorelay,0
Biodegradation pathways,0
hydrogen-rich water,0
Biological effects,0
humic substances,0
hunting,0
hybridization probes,0
hydrocarbon-contaminated soil,0
hydrodynamic characteristics,0
hydrogen peroxide (H2O2),0
hydrological resources,0
human alpha(1)-antitrypsin,0
Bioherbicides,0
hydroponic solution culture,0
hydroponics screening,0
Biofuels,0
hydroxypropyl-beta-cyclodextrin,0
hydrus 2d,0
Biofuel crops,0
Biological invasions,0
hplc-dad,0
histological changes,0
host peptides,0
Biopurification systems,0
Biopores,0
homologous recombination,0
hormonal interaction,0
Biomimetic,0
Biometrics,0
Biomass-density relationship,0
Biomass utilization efficiency,0
host-parasitoid cycles,0
host plant preference,0
host plant resistance tolerance,0
host plant volatile perception,0
Biomass pretreatment,0
host range of plant pathogenic fungi,0
host sanctions,0
Biological system modeling,0
interfering rna,0
Bacillus subtilis,0
Bacillus spp.,0
BOVINE MAMMARY-GLAND,0
BRACHIARIA-BRIZANTHA CONTROL,0
BOX-BEHNKEN DESIGN,0
BOX PROTEIN TIR1,0
lead (Pb),0
lead uptake,0
BOVINE VIRAL DIARRHEA,0
BOVINE RUMEN,0
BOVINE MAMMARY TISSUE,0
BRACHYCAUDUS-HELICHRYSI,0
leaf cell wall proteome,0
leaf economic spectrum,0
leaf exchange,0
BOVINE HEMOGLOBIN,0
leaf gas-exchange parameters,0
leaf greenness (SPAD),0
leaf harvest,0
BRACHIONUS-PLICATILIS,0
BRADFORD,0
leaf metabolites,0
BRASSICA-OLERACEA,0
BREAD WHEAT,0
BRAUNII,0
land-use change,0
BRASSINOSTEROID SIGNAL-TRANSDUCTION,0
BRASSICA-RAPA,0
landscape genomics,0
larval instars,0
BRASSICA-NAPUS L.,0
lateral root inducible system (LRIS),0
late embryogenesis abundant (LEA) genes,0
BRASSICA-NAPUS CANOLA,0
BRAN CONSTITUENT TRICIN,0
lateral organ boundaries domain genes,0
BRAIN ISCHEMIA,0
BRADYRHIZOBIUM-JAPONICUM INFECTION,0
BRADYRHIZOBIUM-JAPONICUM,0
BOUNDARY-LAYER,0
BOTTOM-UP,0
BREAKING HARD SEED,0
BOMBUS-TERRESTRIS,0
legume-rhizobium symbiosis,0
BONITO SARDA-SARDA,0
BONFERRONI PROCEDURE,0
BOMBYX-MORI,0
BOMBYKOL,0
ley farming,0
life curves,0
life history strategy,0
legume-rhizobial symbiosis,0
life-history trade-offs,0
BOLL-WEEVIL,0
BOILER ASH,0
BODY FORM,0
light mycroscopy,0
light-sheet microscopy,0
BOBOLINKS DOLICHONYX-ORYZIVORUS,0
legume-rhizobium,0
legume-rhizobia,0
BOTANICAL TRAITS,0
BOS-INDICUS,0
leaf nutrient concentration,0
leaf nutrient resorption efficiency,0
BOTANICAL INSECTICIDES,0
leaf traits,0
leaf veins,0
leaf-to-stem ratio,0
leaf: stem relation,0
BORNE VIRUSES,0
legume tentative orthologs,0
BORNE,0
legume genomics,0
legume metabolome,0
BORIC-ACID CHANNEL,0
BORDER-CHECK,0
legume seeds,0
legume symbiotic nodulation,0
land series,0
BREAKING LOAD,0
internal detoxification mechanism,0
BURP genes,0
BUTTERFLIES,0
BUTENOLIDE,0
BUSHY-STUNT-VIRUS,0
ion exchange probes,0
ion-adsorption rare earth mining wasteland,0
ions,0
BURROWS-WHEELER TRANSFORM,0
BURKHOLDERIA-PHYMATUM,0
BUTTERFLY GENUS LYCAEIDES,0
irradiated seeds,0
BUMBLEBEES,0
BUMBLEBEE BOMBUS-TERRESTRIS,0
island ecology,0
isoenzyme pattern,0
isoflavanoids,0
isoflavonoids,0
invasive species,0
invasion genomics,0
isoprenoids,0
intra-specific variability,0
Bacillus sp.,0
internal nutrient cycling,0
BY-ENVIRONMENT,0
interspecific hybridization,0
interspecific interactions,0
BV VICIAE,0
intra-population genetic diversity,0
intragenomic variation,0
invasion complex,0
intraruminal infusion,0
BUTYRIVIBRIO-FIBRISOLVENS,0
intraspecific and interspecific competition,0
intraspecific variability,0
introduced grass,0
introduced plant,0
BUTYRATE-PRODUCING BACTERIA,0
BUILDINGS,0
isothermal detection,0
BREAKING TREATMENTS,0
BRIEF COMMUNICATION,0
kitchen waste,0
BRUCELLA-SUIS,0
BROOMRAPE OROBANCHE-CRENATA,0
BROOMRAPE OROBANCHE,0
BROILER MEAT,0
laboratory experiments,0
lactating cow,0
BRIDGES,0
BRUSSELS-SPROUTS,0
BREVIS-RADIX,0
lactic acid bacterial inoculants,0
lactic acid bacterial inoculants: PFJ (pre fermented juice),0
BREEDING-SEASON,0
ladybeetles,0
BREEDING HENS,0
BREAST-CANCER RISK,0
BRUCHIDAE,0
kin facilitation,0
BUFFER PH,0
jasmonic acid pathway,0
isotope-dilution,0
"isozymes,Medicago L.",0
BUDS,0
BUDGETS,0
BUD OUTGROWTH,0
jasmonate signaling,0
BUD DORMANCY,0
jejunal histology,0
killing kinetics,0
BUCKWHEAT FAGOPYRUM-ESCULENTUM,0
ketone bodies,0
BT COTTON,0
BT CORN,0
BSLMM,0
kill salmonella,0
killing frost,0
health functional food,0
health care policy,0
Botanical nematicides,0
freeze-dried,0
frame size,0
CAPSELLA-GRANDIFLORA,0
free hybrids,0
free radical scavengers,0
free sugars,0
free-range,0
free-range system,0
freeze-drying,0
CAPTIVE GIRAFFE,0
CAPRINE MAMMARY-GLAND,0
CAPITAL CITY,0
CAPILLATUS KRAMER ACARINA,0
CAP subsidies,0
CANTHAXANTHIN,0
fruit extract,0
fruit tree nutrition,0
CAPSICUM-ANNUUM,0
CAPTIVE GORILLAS,0
full fat extruded soybeans,0
foreign genes,0
CARBOHYDRATE FRACTIONS,0
forage yield prediction,0
foraging behavior,0
foraging behaviour,0
forbs,0
forced molt,0
CARBOHYDRATE CHANGES,0
CARBAZOLE,0
fowl production,0
forestomach microbial community,0
CARBAMYL-PHOSPHATE SYNTHETASE,0
CARBAMATE PESTICIDES,0
formalin-killed vaccine,0
formic acid salts,0
CARASSIUS-AURATUS,0
fourier-transformed infrared-vibration spectroscopy molecular structure,0
CANOPY RESISTANCE,0
full-cycle rRNA approach,0
forage weed,0
gastric lesions,0
fungus-plant interactions,0
CANCER RISK,0
gamma-Ray irradiation,0
gamma-tocopherol methyltransferase,0
CANARY-ISLANDS,0
CANADIAN WEEDS,0
gas production fermentation,0
gastrointestinal strongyles,0
CANDIDA-ALBICANS,0
gel reproducibility,0
gen-nov,0
CAMPYLOBACTER SPP.,0
gene cloning,0
gene co-expression analysis,0
gene coding zinc finger CCHC-type protein,0
gene conversion,0
CANCER-CELLS,0
CANDIDATE ANTIGEN,0
CANOPY GAPS,0
functional groups of carbohydrates,0
function group,0
functional analyses,0
functional complementarity,0
CANOLA LEAF DISCS,0
functional genes,0
functional genetics,0
functional genomics,0
functional symbiosome,0
fungalplant signalling,0
functional-structural plant models,0
CANE MOLASSES,0
CANDIDATUS-PHYTOPLASMA,0
fungal growth inhibition,0
fungal growth stimulation,0
CANDIDATE GENE ASSOCIATION,0
fungal-plant signalling,0
CARBOHYDRATE RESERVES,0
CARBOHYDRATE-COMPOSITION,0
CAMPONOTUS-ANDERSENI,0
floral organ fusion,0
flavonoid glucuronides,0
CAS SYSTEM,0
CARROT DAUCUS-CAROTA,0
CARROT CELLS,0
flight ability,0
CARPENTER BEES,0
floral morphogenesis,0
floret number per raceme,0
CASSAVA MEALYBUG,0
CARLACTONE,0
CARDENOLIDE BIOSYNTHESIS,0
flowering phenology,0
CARCINOGENESIS,0
fluctuating thermal regime,0
CARCASS TRAITS,0
fluorescence binding,0
CASPARIAN STRIP FORMATION,0
CASSIA-TORA,0
fluorescent dust marking,0
first-order exponential model,0
CATALYTIC DEGRADATION,0
field surveys,0
field trapping,0
filamentous phage,0
fine-grained sediment,0
CASUARINA-GLAUCA,0
finishing system,0
fish meat,0
flavanones,0
CASTANEA-SATIVA,0
fitness correlations,0
fitness effects,0
fixative compounds,0
flagellar motor,0
flanking sequence tag,0
flanking sequence tags (FSTs),0
fluorescence of chlorophylls a,0
fluorescent tagged rhizobia,0
forage seed,0
CARBON NANOTUBES,0
foodborne pathogens,0
CARBON-DIOXIDE CONCENTRATION,0
forage accumulation rate,0
forage complementarities,0
forage crop development,0
CARBON SEQUESTRATION,0
CARBON RELATIONS,0
forage maize,0
CARBON-DIOXIDE EMISSIONS,0
forage mixtures silage,0
CARBON EXPORT,0
CARBON DYNAMICS,0
CARBON DISTRIBUTION,0
CARBON COSTS,0
forage reconstitution,0
forage security,0
food supplements,0
CARBON-DIOXIDE EXCHANGE,0
fluoride toxicity,0
fodder mixer wagon,0
fluoride uptake,0
CARBOXYLATES,0
fly emergence,0
CARBOXYLASE-OXYGENASE,0
foam formation and stability,0
CARBOXYLASE-KINASE-ACTIVITY,0
CARBONIC-ANHYDRASE SUBUNITS,0
fodder trees,0
food restriction,0
CARBON-TETRACHLORIDE,0
CARBON-PASTE ELECTRODE,0
CARBON-NUTRIENT BALANCE,0
CARBON-DIOXIDE PRODUCTIONS,0
food by-products,0
CARBON-DIOXIDE FIXATION,0
food conversion ratio,0
CAMPYLOBACTER,0
CAMPESTRIS PV. VESICATORIA,0
hazard quotient,0
grazing sheep,0
grassland multi-functionality,0
grassy weeds,0
gravitropic set-point angle,0
grazed lucerne,0
C function genes,0
grazing crops,0
grazing dynamics,0
grazing systems,0
grass-silage diet,0
grazing-type,0
green biorefinery,0
green chops,0
green filter,0
green inhibitor,0
C -terminal region Escherichia colt heat,0
By-product,0
grass/clover silage,0
grass-legume mixture,0
green-manure crops,0
grape and black currant oils,0
gold nano-particles,0
C-14-alfalfa residue decomposition,0
C-14-LABELED GLUCOSE,0
C-13-CPMAS-NMR,0
grain-based feed,0
grain-sorghum,0
C-13 pulse-labeling,0
grape marc,0
grass-legume interaction,0
grapevine red blotch disease (GRBD),0
grapevine red blotch virus (GRBV),0
graphical analysis,0
C-13 isotope labelling,0
C partitioning,0
grass-based system,0
grass-clover mixture,0
green proteins,0
Bv. mediterranense,0
goat kids,0
hard-boiled,0
guanidine-modifying enzymes,0
gut development,0
gut health,0
gynoecium,0
hPAMAM-DNA complex,0
Bromus sitchensis,0
halophilic bacteria,0
Broccoli sprouts,0
Bromus willdenowii,0
Broad-host-range,0
Bright Yellow-2 cells,0
Brassica sp.,0
Box-PCR,0
Bothriochloa insculpta,0
hay-type,0
Botanical pesticides,0
Bromus valdivianus,0
growth regulating factor,0
Bv. medicaginis,0
Bullamon lucerne,0
greenhouse gasses,0
greenhouse-effect gas,0
greezing effect,0
grey correlation analysis,0
Bundling,0
ground penetrating radar,0
groundwater contamination,0
growing beef cattle,0
Browse tree leaves,0
growing degree day,0
growing degree-day restrictions,0
growing rabbit,0
growing season water use,0
growing-finishing pigs,0
Buffalo calves,0
growth promoting rhizobacteria,0
goat meat quality,0
C-3 PLANTS,0
CALMODULIN-RELATED PROTEINS,0
CAGED LAYERS,0
CALCIUM-BINDING PROTEIN,0
genetic resources,0
CALCIUM SPIKING,0
CALCINATED CALCIUM,0
CAKILE-MARITIMA,0
genetical metabolomics,0
genetically modified,0
CAFFEIC ACID 3-O-METHYLTRANSFERASE,0
CALCIUM-CHANNELS,0
CAF1,0
genome wide association study,0
genome-wide association mapping,0
genome-wide association studies (GWAS),0
CAECOMYCES-COMMUNIS,0
CADMIUM-INDUCED CHANGES,0
genomics,0
CALCIUM-CALMODULIN,0
genetic linkage map,0
genotype-environment correlations,0
gene-silencing induced changes,0
gene profiling,0
CALMODULIN-BINDING PROTEIN,0
CALMODULIN-BINDING,0
CALLUS-TISSUE,0
CALLUS-CULTURES,0
CALLOSE BIOSYNTHESIS,0
gene-expression response,0
generalised additive models,0
CALCIUM-PERMEABLE CHANNELS,0
CALLIANDRA-CALOTHYRSUS,0
generalized procrustes analysis,0
CALF NUTRITION,0
CALDICELLULOSIRUPTOR-SACCHAROLYTICUS,0
CALDICELLULOSIRUPTOR-BESCII,0
CALCOFLUOR-BINDING EXOPOLYSACCHARIDE,0
genetic evaluation,0
genotype by genotype interactions,0
genotype-genotype interaction,0
C-S-R strategies,0
C-terminal extension peptide,0
glutamine synthase (GS),0
C:N:P stoichiometry,0
C1-MYB gene,0
glutathione S-transferase,0
C/N ratio,0
C/N metabolism,0
glycaemic and insulinaemic responses,0
glycine metabolism,0
glutamate dehydrogenase (GDH),0
glycolate pathway,0
glycosaminoglycans,0
glycosides,0
C-terminal domain,0
C-repeat binding factors (CBF),0
C-banding,0
C-TERMINUS,0
C:P,0
CA2+,0
genotyping-by-sequencing,0
CABBAGE SEED WEEVIL,0
genus-specific sequences,0
germin-like protein,0
germinated spore exudates,0
germinating capacity,0
germination characteristics,0
germination indices,0
CACO-2 CELLS,0
glandular-haired alfalfa,0
CA2+ PUMP,0
CA2+/CALMODULIN-DEPENDENT PROTEIN,0
globin,0
globulins,0
glomus intraradices,0
glucocorticoids,0
CA2+ SPIKING,0
glucosinolates,0
lignin biodegradation,0
BMP IMPACTS,0
lignin-oxidizing genes,0
non-food crops,0
nodule-specific PLAT domain,0
nodule-specific cysteine-rich peptide (NCR),0
noduletion,0
nodulin-21,0
non-destructive testing,0
non-enzyme antioxidant and antioxidant defense system,0
non-feed withdrawal,0
non-homologous end-joining,0
Araneae,0
non-host resistance,0
non-linear least-squares regression,0
non-pathogenic,0
non-symbiotic hemoglobin,0
Arak,0
noncoding rna,0
Arable crops,0
nodule-like structures,0
Araujia sp.,0
nonleaf green organs,0
nodulation-related secreted proteins,0
Argonaute proteins,0
Archeobotany,0
nodulating phaseolus-vulgaris,0
Arbuscular mycorrhizal roots,0
nodulation competitive assay,0
Arbuscular mycorrhizal fungi Drought,0
nodulation mutants,0
Arbuscular mycorrhizal fungi (AMF),0
Arbuscular mycorrhiza (AM),0
nodule N-limitation,0
Arbuscular mycorrhizal (AM) symbiosis,0
nodule bacteria of alfalfa,0
Arbuscular mycorrhizal (AM) fungi,0
nodule development and functioning,0
nodule development and growth,0
nodule initiation and organogenesis,0
Arable crop management,0
nontarget ecosystem,0
no-till,0
Aphid-parasitoid associations,0
nutrient budgeting,0
Apoptosis,0
Apoplastic and symplastic tracing,0
Apoidea,0
Apiculture,0
nutrient mobilisation,0
nutrient removal,0
Aphid predators,0
Apoptosis inhibitor,0
Aphid feeding assessment,0
Aphid bacterial symbiosis,0
nutrient uptake efficiency,0
nutrients/nitrogen,0
nutrition and structure interaction,0
Aphanomyces euteiches,0
nyctinastic plants,0
nutrient bioavailability,0
nutrient analogues,0
nontarget organism,0
nuclear magnetic resonance spectroscopy (NMR),0
Arabidopsis thaliana (L.),0
Aqueous two-phase systems,0
northern Great Plain,0
novel crops,0
novel trait confinement,0
nuclear factor Y,0
nuclear factor kappa-B,0
nuclear ribosomal cistron,0
nutrient amendments,0
nuclear-localized cameleon,0
Aquaponics,0
Apulvinic,0
numerical experiments,0
numerical responses,0
Apple trees,0
nutrient addition,0
no-tillage,0
nitrous-oxide emission,0
o157-h7,0
net ecosystem carbon balance,0
Atmospheric pressure plasma,0
nematode model,0
neo-classical and conservation biological control,0
neo-institutionalism,0
neofunctionalization,0
neopolyploid,0
nesting behaviour,0
net ecosystem production : gross ecosystem production ratio,0
near-infrared spectroscopy,0
AtEDT1 gene,0
Astrebla spp.,0
Astragalus adsurgens,0
Associative effects,0
neurodegenerative diseases,0
Assimilate reutilization,0
Asian demand,0
necrotrophy,0
near-infrared reflectance spectroscopy (NIRS),0
neutral detergent-soluble carbohydrate,0
Australian native legumes,0
n-3 LC-PUFA,0
n-Alkanes,0
n-alkanes,0
n-feedback regulation,0
Automatic Sprayer,0
nano-porous adsorbent,0
Automated data analysis,0
nanotube phytotoxicity,0
near-infrared reflectance spectroscopy,0
nanotube uptake,0
narrow-leaf birdsfoot trefoil,0
native grass mix,0
native rhizobia populations,0
natural extracts,0
natural tetraploid T. pratense L. (Elci red clover),0
"Atriplex, Alfalfa, Bermuda grasses",0
neutral detergent insoluble crude protein,0
neutral salts,0
nitrotyrosine,0
nitrogen limitation,0
Arundinella hedges,0
Artificial hybridization,0
Arthropods,0
nitrogen fertilizer replacement value,0
Arterio-venous difference,0
nitrogen fixation specificity,0
nitrogen fixation symbiosis,0
nitrogen transport,0
As partitioning,0
nitrogen-fixation genes,0
nitrogen-fixing capacity,0
nitrogen-fixing clade,0
nitrogen-fixing nodule,0
nitrogen-fixing rhizobia,0
nitrogen-fixing symbiosis,0
nitrogen-to-carbohydrate degradation ratios,0
nitrogen deposition,0
As speciation,0
neutral-detergent fibre digestibility,0
Ascorbate-glutathione cycle,0
new species,0
new uses,0
newborn calves,0
next generation sequencing,0
next-generation sequencing,0
nickel (Ni),0
nitrate demand signaling,0
nitrate reductase (NR),0
nitrogen assimilation,0
nitrate-sensing,0
nitric oxide (NO),0
nitric oxide homeostasis,0
nitrocompound,0
nitrogen (N),0
nitrogen (N) metabolism,0
nitrogen (N-2) fixation,0
nylon-bag degradation,0
oat-lucerne mixture,0
Autothermal thermophilic aerobic digestion (ATAD),0
